ts,page_name,page_id,mode,pillar,message_len,fb_post_id,success,error_code,error_message,prompt_version
2026-02-07T13:30:37.259411,Contee’s Lawn Care,684298664768779,lawn,watering habits that look right but hurt grass,386,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Saturday, 07-Feb-26 05:30:37 PST.",v1.3-operator
2026-02-07T13:30:23.449288,TradeCodeTech,607790205752662,discipline,rules replacing instinct under pressure,1163,607790205752662_122170992896826189,1,,,v1.3-operator
2026-02-07T13:30:17.612582,Keen Visions Trading,941966405661933,discipline,patience that feels uncomfortable,1260,941966405661933_122117768745161154,1,,,v1.3-operator
2026-02-07T01:30:39.604162,Contee’s Lawn Care,684298664768779,lawn,how mowing height affects heat and drought stress,682,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Friday, 06-Feb-26 17:30:39 PST.",v1.3-operator
2026-02-07T01:30:24.699220,TradeCodeTech,607790205752662,discipline,rules replacing instinct under pressure,1121,607790205752662_122170948310826189,1,,,v1.3-operator
2026-02-07T01:30:17.090599,Keen Visions Trading,941966405661933,discipline,patience that feels uncomfortable,1272,941966405661933_122117685147161154,1,,,v1.3-operator
2026-02-06T18:02:35.333874,Contee’s Lawn Care,684298664768779,lawn,the hidden reason patchy lawns keep coming back,447,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Friday, 06-Feb-26 10:02:35 PST.",v1.3-operator
2026-02-06T18:02:19.695090,TradeCodeTech,607790205752662,discipline,structure removing emotional override,1177,607790205752662_122170926614826189,1,,,v1.3-operator
2026-02-06T18:02:14.242870,Keen Visions Trading,941966405661933,trading,quiet price masking structural risk,848,941966405661933_122117647635161154,1,,,v1.3-operator
2026-02-06T01:30:38.495934,Contee’s Lawn Care,684298664768779,lawn,why weeds explode after rain and warm nights,529,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Thursday, 05-Feb-26 17:30:38 PST.",v1.3-operator
2026-02-06T01:30:22.737373,TradeCodeTech,607790205752662,discipline,rules replacing instinct under pressure,1211,607790205752662_122170805870826189,1,,,v1.3-operator
2026-02-06T01:30:14.923595,Keen Visions Trading,941966405661933,discipline,patience that feels uncomfortable,1054,941966405661933_122117538843161154,1,,,v1.3-operator
2026-02-05T13:30:38.197157,Contee’s Lawn Care,684298664768779,lawn,how mowing height affects heat and drought stress,576,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Thursday, 05-Feb-26 05:30:38 PST.",v1.3-operator
2026-02-05T13:30:21.986794,TradeCodeTech,607790205752662,trading,systems built after repeated mistakes,1082,607790205752662_122170765628826189,1,,,v1.3-operator
2026-02-05T13:30:14.280555,Keen Visions Trading,941966405661933,discipline,execution without emotional reward,1148,941966405661933_122117452647161154,1,,,v1.3-operator
2026-02-05T01:30:45.417905,Contee’s Lawn Care,684298664768779,lawn,the hidden reason patchy lawns keep coming back,498,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Wednesday, 04-Feb-26 17:30:45 PST.",v1.3-operator
2026-02-05T01:30:27.497258,TradeCodeTech,607790205752662,discipline,automation enforcing discipline,1392,607790205752662_122170721954826189,1,,,v1.3-operator
2026-02-05T01:30:18.861314,Keen Visions Trading,941966405661933,trading,stories replacing probabilities,1342,941966405661933_122117370795161154,1,,,v1.3-operator
2026-02-04T13:30:35.137034,Contee’s Lawn Care,684298664768779,lawn,seasonal mowing mistakes that damage lawns,446,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Wednesday, 04-Feb-26 05:30:35 PST.",v1.3-operator
2026-02-04T13:30:19.475360,TradeCodeTech,607790205752662,trading,constraints outperforming flexibility,457,607790205752662_122170668536826189,1,,,v1.3-operator
2026-02-04T13:30:15.123265,Keen Visions Trading,941966405661933,discipline,execution without emotional reward,1292,941966405661933_122117291391161154,1,,,v1.3-operator
2026-02-04T01:30:40.998309,Contee’s Lawn Care,684298664768779,lawn,how mowing height affects heat and drought stress,378,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Tuesday, 03-Feb-26 17:30:40 PST.",v1.3-operator
2026-02-04T01:30:25.312047,TradeCodeTech,607790205752662,discipline,rules replacing instinct under pressure,1067,607790205752662_122170617242826189,1,,,v1.3-operator
2026-02-04T01:30:15.779277,Keen Visions Trading,941966405661933,discipline,patience that feels uncomfortable,870,941966405661933_122117207127161154,1,,,v1.3-operator
2026-02-03T13:30:39.419077,Contee’s Lawn Care,684298664768779,lawn,what to do after a freeze or sudden temperature swing,275,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Tuesday, 03-Feb-26 05:30:39 PST.",v1.3-operator
2026-02-03T13:30:23.150953,TradeCodeTech,607790205752662,discipline,filters mattering more than signals,499,607790205752662_122170564838826189,1,,,v1.3-operator
2026-02-03T13:30:17.940952,Keen Visions Trading,941966405661933,discipline,discipline when nothing is happening,1202,941966405661933_122117128371161154,1,,,v1.3-operator
2026-02-03T01:30:52.104520,Contee’s Lawn Care,684298664768779,lawn,seasonal mowing mistakes that damage lawns,379,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Monday, 02-Feb-26 17:30:52 PST.",v1.3-operator
2026-02-03T01:30:24.872680,TradeCodeTech,607790205752662,trading,automation enforcing discipline,702,607790205752662_122170514930826189,1,,,v1.3-operator
2026-02-03T01:30:18.445410,Keen Visions Trading,941966405661933,discipline,execution without emotional reward,1203,941966405661933_122117047671161154,1,,,v1.3-operator
2026-02-02T13:30:45.086549,Contee’s Lawn Care,684298664768779,lawn,the hidden reason patchy lawns keep coming back,462,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Monday, 02-Feb-26 05:30:45 PST.",v1.3-operator
2026-02-02T13:30:19.749574,TradeCodeTech,607790205752662,trading,automation enforcing discipline,493,607790205752662_122170463942826189,1,,,v1.3-operator
2026-02-02T13:30:14.392610,Keen Visions Trading,941966405661933,discipline,patience that feels uncomfortable,1147,941966405661933_122116964919161154,1,,,v1.3-operator
2026-02-02T01:30:40.106877,Contee’s Lawn Care,684298664768779,lawn,how mowing height affects heat and drought stress,545,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Sunday, 01-Feb-26 17:30:39 PST.",v1.3-operator
2026-02-02T01:30:23.016827,TradeCodeTech,607790205752662,trading,systems built after repeated mistakes,983,607790205752662_122170417274826189,1,,,v1.3-operator
2026-02-02T01:30:16.148688,Keen Visions Trading,941966405661933,trading,quiet price masking structural risk,1256,941966405661933_122116886073161154,1,,,v1.3-operator
2026-02-01T13:30:41.945409,Contee’s Lawn Care,684298664768779,lawn,seasonal mowing mistakes that damage lawns,503,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Sunday, 01-Feb-26 05:30:41 PST.",v1.3-operator
2026-02-01T13:30:25.087340,TradeCodeTech,607790205752662,trading,rules replacing instinct under pressure,1316,607790205752662_122170373822826189,1,,,v1.3-operator
2026-02-01T13:30:16.548112,Keen Visions Trading,941966405661933,discipline,risk hiding inside stability,1219,941966405661933_122116797681161154,1,,,v1.3-operator
2026-02-01T01:30:41.484397,Contee’s Lawn Care,684298664768779,lawn,why lawns decline even when you're trying,478,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Saturday, 31-Jan-26 17:30:41 PST.",v1.3-operator
2026-02-01T01:30:21.863800,TradeCodeTech,607790205752662,discipline,systems built after repeated mistakes,1712,607790205752662_122170317794826189,1,,,v1.3-operator
2026-02-01T01:30:13.184955,Keen Visions Trading,941966405661933,discipline,patience that feels uncomfortable,850,941966405661933_122116715481161154,1,,,v1.3-operator
2026-01-31T13:30:34.221070,Contee’s Lawn Care,684298664768779,lawn,simple weekly routines that prevent expensive fixes,328,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Saturday, 31-Jan-26 05:30:34 PST.",v1.3-operator
2026-01-31T13:30:17.537204,TradeCodeTech,607790205752662,discipline,automation enforcing discipline,1325,607790205752662_122170270046826189,1,,,v1.3-operator
2026-01-31T13:30:10.587110,Keen Visions Trading,941966405661933,trading,reaction outperforming prediction,735,941966405661933_122116632729161154,1,,,v1.3-operator
2026-01-31T01:30:41.723349,Contee’s Lawn Care,684298664768779,lawn,why lawns decline even when you're trying,426,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Friday, 30-Jan-26 17:30:41 PST.",v1.3-operator
2026-01-31T01:30:25.051315,TradeCodeTech,607790205752662,discipline,structure removing emotional override,993,607790205752662_122170217282826189,1,,,v1.3-operator
2026-01-31T01:30:18.499361,Keen Visions Trading,941966405661933,discipline,patience that feels uncomfortable,1612,941966405661933_122116543857161154,1,,,v1.3-operator
2026-01-30T13:30:39.409135,Contee’s Lawn Care,684298664768779,lawn,watering habits that look right but hurt grass,371,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Friday, 30-Jan-26 05:30:39 PST.",v1.3-operator
2026-01-30T13:30:23.930265,TradeCodeTech,607790205752662,discipline,filters mattering more than signals,1214,607790205752662_122170168880826189,1,,,v1.3-operator
2026-01-30T13:30:14.235618,Keen Visions Trading,941966405661933,trading,stories replacing probabilities,1388,941966405661933_122116446819161154,1,,,v1.3-operator
2026-01-30T01:30:43.645526,Contee’s Lawn Care,684298664768779,lawn,simple weekly routines that prevent expensive fixes,442,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Thursday, 29-Jan-26 17:30:43 PST.",v1.3-operator
2026-01-30T01:30:23.014527,TradeCodeTech,607790205752662,discipline,systems built after repeated mistakes,394,607790205752662_122170118588826189,1,,,v1.3-operator
2026-01-30T01:30:15.156043,Keen Visions Trading,941966405661933,trading,reaction outperforming prediction,689,941966405661933_122116346733161154,1,,,v1.3-operator
2026-01-29T13:30:45.611803,Contee’s Lawn Care,684298664768779,lawn,why weeds explode after rain and warm nights,619,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Thursday, 29-Jan-26 05:30:45 PST.",v1.3-operator
2026-01-29T13:30:20.982885,TradeCodeTech,607790205752662,trading,automation enforcing discipline,938,607790205752662_122170065458826189,1,,,v1.3-operator
2026-01-29T13:30:13.234543,Keen Visions Trading,941966405661933,discipline,execution without emotional reward,1176,941966405661933_122116254729161154,1,,,v1.3-operator
2026-01-29T01:30:44.853211,Contee’s Lawn Care,684298664768779,lawn,the hidden reason patchy lawns keep coming back,417,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Wednesday, 28-Jan-26 17:30:44 PST.",v1.3-operator
2026-01-29T01:30:27.820779,TradeCodeTech,607790205752662,discipline,automation enforcing discipline,1142,607790205752662_122170012760826189,1,,,v1.3-operator
2026-01-29T01:30:19.019206,Keen Visions Trading,941966405661933,discipline,consistency across regime shifts,1166,941966405661933_122116166949161154,1,,,v1.3-operator
2026-01-28T13:30:43.300448,Contee’s Lawn Care,684298664768779,lawn,the hidden reason patchy lawns keep coming back,251,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Wednesday, 28-Jan-26 05:30:43 PST.",v1.3-operator
2026-01-28T13:30:22.387339,TradeCodeTech,607790205752662,trading,automation enforcing discipline,1241,607790205752662_122169966920826189,1,,,v1.3-operator
2026-01-28T13:30:13.476778,Keen Visions Trading,941966405661933,trading,stories replacing probabilities,769,941966405661933_122116087785161154,1,,,v1.3-operator
2026-01-28T01:30:42.325234,Contee’s Lawn Care,684298664768779,lawn,what to do after a freeze or sudden temperature swing,458,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Tuesday, 27-Jan-26 17:30:42 PST.",v1.3-operator
2026-01-28T01:30:25.641004,TradeCodeTech,607790205752662,trading,rules replacing instinct under pressure,1272,607790205752662_122169910190826189,1,,,v1.3-operator
2026-01-28T01:30:17.668665,Keen Visions Trading,941966405661933,discipline,risk hiding inside stability,1303,941966405661933_122116002975161154,1,,,v1.3-operator
2026-01-27T13:30:44.178162,Contee’s Lawn Care,684298664768779,lawn,why weeds explode after rain and warm nights,554,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Tuesday, 27-Jan-26 05:30:44 PST.",v1.3-operator
2026-01-27T13:30:28.253112,TradeCodeTech,607790205752662,discipline,constraints outperforming flexibility,1194,607790205752662_122169855620826189,1,,,v1.3-operator
2026-01-27T13:30:18.094659,Keen Visions Trading,941966405661933,trading,stories replacing probabilities,1546,941966405661933_122115914493161154,1,,,v1.3-operator
2026-01-27T01:30:41.078673,Contee’s Lawn Care,684298664768779,lawn,why weeds explode after rain and warm nights,454,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Monday, 26-Jan-26 17:30:41 PST.",v1.3-operator
2026-01-27T01:30:24.559156,TradeCodeTech,607790205752662,discipline,rules replacing instinct under pressure,1030,607790205752662_122169804068826189,1,,,v1.3-operator
2026-01-27T01:30:16.202086,Keen Visions Trading,941966405661933,discipline,risk hiding inside stability,1191,941966405661933_122115825759161154,1,,,v1.3-operator
2026-01-26T13:44:50.772599,Contee’s Lawn Care,684298664768779,lawn,the hidden reason patchy lawns keep coming back,479,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Monday, 26-Jan-26 05:44:50 PST.",v1.3-operator
2026-01-26T13:44:31.055837,TradeCodeTech,607790205752662,discipline,rules replacing instinct under pressure,1126,607790205752662_122169758906826189,1,,,v1.3-operator
2026-01-26T13:44:15.877052,Keen Visions Trading,941966405661933,discipline,risk hiding inside stability,1060,941966405661933_122115742431161154,1,,,v1.3-operator
2026-01-26T01:30:33.338082,Contee’s Lawn Care,684298664768779,lawn,watering habits that look right but hurt grass,492,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Sunday, 25-Jan-26 17:30:33 PST.",v1.3-operator
2026-01-26T01:30:18.455580,TradeCodeTech,607790205752662,discipline,constraints outperforming flexibility,495,607790205752662_122169707264826189,1,,,v1.3-operator
2026-01-26T01:30:13.269031,Keen Visions Trading,941966405661933,discipline,patience that feels uncomfortable,633,941966405661933_122115638751161154,1,,,v1.3-operator
2026-01-25T13:30:35.009839,Contee’s Lawn Care,684298664768779,lawn,what to do after a freeze or sudden temperature swing,524,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Sunday, 25-Jan-26 05:30:34 PST.",v1.3-operator
2026-01-25T13:30:19.705087,TradeCodeTech,607790205752662,discipline,filters mattering more than signals,1117,607790205752662_122169652418826189,1,,,v1.3-operator
2026-01-25T13:30:11.467679,Keen Visions Trading,941966405661933,trading,markets rewarding bad behavior first,690,941966405661933_122115547155161154,1,,,v1.3-operator
2026-01-25T01:30:41.322687,Contee’s Lawn Care,684298664768779,lawn,the hidden reason patchy lawns keep coming back,427,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Saturday, 24-Jan-26 17:30:41 PST.",v1.3-operator
2026-01-25T01:30:21.723737,TradeCodeTech,607790205752662,trading,constraints outperforming flexibility,957,607790205752662_122169605606826189,1,,,v1.3-operator
2026-01-25T01:30:12.884597,Keen Visions Trading,941966405661933,trading,quiet price masking structural risk,790,941966405661933_122115448395161154,1,,,v1.3-operator
2026-01-24T13:30:37.721033,Contee’s Lawn Care,684298664768779,lawn,watering habits that look right but hurt grass,435,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Saturday, 24-Jan-26 05:30:37 PST.",v1.3-operator
2026-01-24T13:30:22.674475,TradeCodeTech,607790205752662,discipline,constraints outperforming flexibility,1166,607790205752662_122169562562826189,1,,,v1.3-operator
2026-01-24T13:30:14.530476,Keen Visions Trading,941966405661933,discipline,execution without emotional reward,1050,941966405661933_122115355701161154,1,,,v1.3-operator
2026-01-24T01:30:40.861402,Contee’s Lawn Care,684298664768779,lawn,what to do after a freeze or sudden temperature swing,287,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Friday, 23-Jan-26 17:30:40 PST.",v1.3-operator
2026-01-24T01:30:25.917623,TradeCodeTech,607790205752662,discipline,automation enforcing discipline,1114,607790205752662_122169515732826189,1,,,v1.3-operator
2026-01-24T01:30:17.718451,Keen Visions Trading,941966405661933,trading,markets rewarding bad behavior first,1048,941966405661933_122115265059161154,1,,,v1.3-operator
2026-01-23T13:30:36.260463,Contee’s Lawn Care,684298664768779,lawn,watering habits that look right but hurt grass,414,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Friday, 23-Jan-26 05:30:36 PST.",v1.3-operator
2026-01-23T13:30:21.319670,TradeCodeTech,607790205752662,discipline,constraints outperforming flexibility,498,607790205752662_122169462998826189,1,,,v1.3-operator
2026-01-23T13:30:14.630938,Keen Visions Trading,941966405661933,trading,stories replacing probabilities,1265,941966405661933_122115174711161154,1,,,v1.3-operator
2026-01-23T01:30:44.530562,Contee’s Lawn Care,684298664768779,lawn,seasonal mowing mistakes that damage lawns,425,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Thursday, 22-Jan-26 17:30:44 PST.",v1.3-operator
2026-01-23T01:30:25.254101,TradeCodeTech,607790205752662,trading,constraints outperforming flexibility,1455,607790205752662_122169413072826189,1,,,v1.3-operator
2026-01-23T01:30:15.963409,Keen Visions Trading,941966405661933,trading,markets rewarding bad behavior first,1209,941966405661933_122115087795161154,1,,,v1.3-operator
2026-01-22T13:30:37.091112,Contee’s Lawn Care,684298664768779,lawn,how mowing height affects heat and drought stress,314,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Thursday, 22-Jan-26 05:30:37 PST.",v1.3-operator
2026-01-22T13:30:21.216777,TradeCodeTech,607790205752662,trading,systems built after repeated mistakes,840,607790205752662_122169365318826189,1,,,v1.3-operator
2026-01-22T13:30:14.357061,Keen Visions Trading,941966405661933,discipline,risk hiding inside stability,1233,941966405661933_122114996085161154,1,,,v1.3-operator
2026-01-22T01:30:40.973288,Contee’s Lawn Care,684298664768779,lawn,the hidden reason patchy lawns keep coming back,434,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Wednesday, 21-Jan-26 17:30:41 PST.",v1.3-operator
2026-01-22T01:30:22.940405,TradeCodeTech,607790205752662,trading,constraints outperforming flexibility,1101,607790205752662_122169308804826189,1,,,v1.3-operator
2026-01-22T01:30:14.711640,Keen Visions Trading,941966405661933,discipline,patience that feels uncomfortable,1173,941966405661933_122114895609161154,1,,,v1.3-operator
2026-01-17T13:30:40.276832,Contee’s Lawn Care,684298664768779,lawn,watering habits that look right but hurt grass,484,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Saturday, 17-Jan-26 05:30:40 PST.",v1.3-operator
2026-01-17T13:30:21.132323,TradeCodeTech,607790205752662,discipline,filters mattering more than signals,1216,607790205752662_122168836316826189,1,,,v1.3-operator
2026-01-17T13:30:13.910405,Keen Visions Trading,941966405661933,trading,quiet price masking structural risk,1204,941966405661933_122114078823161154,1,,,v1.3-operator
2026-01-17T01:30:37.541665,Contee’s Lawn Care,684298664768779,lawn,watering habits that look right but hurt grass,457,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Friday, 16-Jan-26 17:30:37 PST.",v1.3-operator
2026-01-17T01:30:23.565229,TradeCodeTech,607790205752662,discipline,structure removing emotional override,1271,607790205752662_122168791502826189,1,,,v1.3-operator
2026-01-17T01:30:14.928186,Keen Visions Trading,941966405661933,trading,waiting while others chase movement,1325,941966405661933_122113972365161154,1,,,v1.3-operator
2026-01-16T13:30:47.171462,Contee’s Lawn Care,684298664768779,lawn,seasonal mowing mistakes that damage lawns,446,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Friday, 16-Jan-26 05:30:47 PST.",v1.3-operator
2026-01-16T13:30:20.766819,TradeCodeTech,607790205752662,trading,rules replacing instinct under pressure,528,607790205752662_122168744738826189,1,,,v1.3-operator
2026-01-16T13:30:14.808641,Keen Visions Trading,941966405661933,discipline,discipline when nothing is happening,1278,941966405661933_122113881429161154,1,,,v1.3-operator
2026-01-16T01:30:34.274702,Contee’s Lawn Care,684298664768779,lawn,watering habits that look right but hurt grass,612,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Thursday, 15-Jan-26 17:30:34 PST.",v1.3-operator
2026-01-16T01:30:17.716077,TradeCodeTech,607790205752662,discipline,automation enforcing discipline,443,607790205752662_122168705210826189,1,,,v1.3-operator
2026-01-16T01:30:12.153896,Keen Visions Trading,941966405661933,discipline,restraint in calm environments,949,941966405661933_122113778643161154,1,,,v1.3-operator
2026-01-15T13:30:42.352951,Contee’s Lawn Care,684298664768779,lawn,watering habits that look right but hurt grass,431,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Thursday, 15-Jan-26 05:30:42 PST.",v1.3-operator
2026-01-15T13:30:27.868044,TradeCodeTech,607790205752662,discipline,automation enforcing discipline,1304,607790205752662_122168651504826189,1,,,v1.3-operator
2026-01-15T13:30:17.858175,Keen Visions Trading,941966405661933,trading,reaction outperforming prediction,2032,941966405661933_122113674045161154,1,,,v1.3-operator
2026-01-15T01:30:38.717437,Contee’s Lawn Care,684298664768779,lawn,the hidden reason patchy lawns keep coming back,480,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Wednesday, 14-Jan-26 17:30:38 PST.",v1.3-operator
2026-01-15T01:30:23.837326,TradeCodeTech,607790205752662,discipline,constraints outperforming flexibility,1149,607790205752662_122168605388826189,1,,,v1.3-operator
2026-01-15T01:30:15.797783,Keen Visions Trading,941966405661933,discipline,patience that feels uncomfortable,1107,941966405661933_122113564647161154,1,,,v1.3-operator
2026-01-14T13:30:40.337411,Contee’s Lawn Care,684298664768779,lawn,seasonal mowing mistakes that damage lawns,493,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Wednesday, 14-Jan-26 05:30:39 PST.",v1.3-operator
2026-01-14T13:30:20.656077,TradeCodeTech,607790205752662,discipline,automation enforcing discipline,472,607790205752662_122168555000826189,1,,,v1.3-operator
2026-01-14T13:30:12.344746,Keen Visions Trading,941966405661933,discipline,patience that feels uncomfortable,937,941966405661933_122113466205161154,1,,,v1.3-operator
2026-01-14T01:30:38.982989,Contee’s Lawn Care,684298664768779,lawn,the hidden reason patchy lawns keep coming back,356,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Tuesday, 13-Jan-26 17:30:38 PST.",v1.3-operator
2026-01-14T01:30:22.742063,TradeCodeTech,607790205752662,discipline,filters mattering more than signals,1076,607790205752662_122168503574826189,1,,,v1.3-operator
2026-01-14T01:30:15.237692,Keen Visions Trading,941966405661933,trading,quiet price masking structural risk,1527,941966405661933_122113363371161154,1,,,v1.3-operator
2026-01-13T13:30:46.925720,Contee’s Lawn Care,684298664768779,lawn,why lawns decline even when you're trying,318,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Tuesday, 13-Jan-26 05:30:47 PST.",v1.3-operator
2026-01-13T13:30:28.397347,TradeCodeTech,607790205752662,trading,constraints outperforming flexibility,1012,607790205752662_122168454626826189,1,,,v1.3-operator
2026-01-13T13:30:21.526491,Keen Visions Trading,941966405661933,discipline,restraint in calm environments,1288,941966405661933_122113247991161154,1,,,v1.3-operator
2026-01-13T01:30:41.564190,Contee’s Lawn Care,684298664768779,lawn,why lawns decline even when you're trying,535,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Monday, 12-Jan-26 17:30:41 PST.",v1.3-operator
2026-01-13T01:30:22.563771,TradeCodeTech,607790205752662,discipline,filters mattering more than signals,927,607790205752662_122168406044826189,1,,,v1.3-operator
2026-01-13T01:30:16.107307,Keen Visions Trading,941966405661933,discipline,consistency across regime shifts,541,941966405661933_122113141731161154,1,,,v1.3-operator
2026-01-12T13:30:32.576419,Contee’s Lawn Care,684298664768779,lawn,simple weekly routines that prevent expensive fixes,305,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Monday, 12-Jan-26 05:30:32 PST.",v1.3-operator
2026-01-12T13:30:16.210242,TradeCodeTech,607790205752662,discipline,filters mattering more than signals,917,607790205752662_122168341250826189,1,,,v1.3-operator
2026-01-12T13:30:10.645791,Keen Visions Trading,941966405661933,discipline,discipline when nothing is happening,539,941966405661933_122113015809161154,1,,,v1.3-operator
2026-01-12T01:30:35.337743,Contee’s Lawn Care,684298664768779,lawn,what to do after a freeze or sudden temperature swing,515,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Sunday, 11-Jan-26 17:30:35 PST.",v1.3-operator
2026-01-12T01:30:19.042809,TradeCodeTech,607790205752662,trading,filters mattering more than signals,643,607790205752662_122168286620826189,1,,,v1.3-operator
2026-01-12T01:30:13.442803,Keen Visions Trading,941966405661933,trading,quiet price masking structural risk,1368,941966405661933_122112892593161154,1,,,v1.3-operator
2026-01-10T02:15:18.611991,Contee’s Lawn Care,684298664768779,lawn,why lawns decline even when you're trying,301,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Friday, 09-Jan-26 18:15:18 PST.",v1.3-operator
2026-01-10T02:15:05.766193,TradeCodeTech,607790205752662,discipline,filters mattering more than signals,892,607790205752662_122168080370826189,1,,,v1.3-operator
2026-01-10T02:15:00.697456,Keen Visions Trading,941966405661933,trading,quiet price masking structural risk,1158,941966405661933_122112351237161154,1,,,v1.3-operator
2026-01-10T02:14:45.838062,Contee’s Lawn Care,684298664768779,lawn,simple weekly routines that prevent expensive fixes,459,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Friday, 09-Jan-26 18:14:45 PST.",v1.3-operator
2026-01-10T02:14:33.796585,TradeCodeTech,607790205752662,trading,automation enforcing discipline,484,607790205752662_122168080346826189,1,,,v1.3-operator
2026-01-10T02:14:30.670232,Keen Visions Trading,941966405661933,discipline,patience that feels uncomfortable,1235,941966405661933_122112351195161154,1,,,v1.3-operator
2026-01-10T02:07:36.952667,Contee’s Lawn Care,684298664768779,lawn,why weeds explode after rain and warm nights,267,,0,190,"Error validating access token: Session has expired on Tuesday, 06-Jan-26 23:00:00 PST. The current time is Friday, 09-Jan-26 18:07:37 PST.",v1.3-operator
2026-01-10T02:07:24.518056,TradeCodeTech,607790205752662,discipline,rules replacing instinct under pressure,1310,607790205752662_122168080154826189,1,,,v1.3-operator
2026-01-10T02:07:16.069224,Keen Visions Trading,941966405661933,trading,quiet price masking structural risk,1146,941966405661933_122112350775161154,1,,,v1.3-operator
